chunk_id,article_id,section,has_image,caption_text_len,cos_sim,l2_dist
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_5d06552a,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_00732dbd,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Stress_and_neck_pain_def53a3e,multifactorial-causes-solutions-chronic-neck-pain,Stress and neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_d9b9a0c9,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_121a2914,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_05cc6d8f,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_cda98bf9,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_819a3898,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_becde059,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_cc8c5214,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_b83667e2,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_b567ed1d,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_9efc6ac5,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_033c8f81,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapuloclavicular_depression_a6baae06,multifactorial-causes-solutions-chronic-neck-pain,Scapuloclavicular depression,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_caa96870,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_identify_the_causes_of_neck_pain_66a9c44e,multifactorial-causes-solutions-chronic-neck-pain,How to identify the causes of neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Discogenic_neck_pain_358001a2,multifactorial-causes-solutions-chronic-neck-pain,Discogenic neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_8acd099b,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_88a34dd9,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_c960b105,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_8b91849f,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_1dc49cf7,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_bf566db6,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_144f65f0,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_d64259ff,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_0a7509d4,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Craniocervical_neuralgia_b324ead8,multifactorial-causes-solutions-chronic-neck-pain,Craniocervical neuralgia,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_How_to_identify_the_causes_of_neck_pain_07a7cbd5,multifactorial-causes-solutions-chronic-neck-pain,How to identify the causes of neck pain,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Evaluation_of_scapular_movement_0b2244cc,permanently-resolve-scapular-dyskinesis,Evaluation of scapular movement,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_1099b062,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_2bfee4e3,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_d04caebd,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_b112f609,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_d01568a0,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_cebe9eb4,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Muscle_pain_and_headaches_3a116f0b,multifactorial-causes-solutions-chronic-neck-pain,Muscle pain and headaches,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Discogenic_neck_pain_afbdb3a0,multifactorial-causes-solutions-chronic-neck-pain,Discogenic neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Discogenic_neck_pain_8f38e491,multifactorial-causes-solutions-chronic-neck-pain,Discogenic neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Discogenic_neck_pain_8f383d4c,multifactorial-causes-solutions-chronic-neck-pain,Discogenic neck pain,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Scapular_dyskinesis_cc23fd63,multifactorial-causes-solutions-chronic-neck-pain,Scapular dyskinesis,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_158c0061,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Poor_craniocervical_posture_with_neck_‘hinging’_744d206a,multifactorial-causes-solutions-chronic-neck-pain,Poor craniocervical posture with neck ‘hinging’,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_137f0d5a,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
"intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Secondary_cerebrospinal_leaks,_common_in_intracranial_HYPERtension_a3536f8e",intracranial-hypertension-beyond-csf-diagnosis-and-treatment,"Secondary cerebrospinal leaks, common in intracranial HYPERtension",False,0,1.0,0.0
"intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Secondary_cerebrospinal_leaks,_common_in_intracranial_HYPERtension_293479ea",intracranial-hypertension-beyond-csf-diagnosis-and-treatment,"Secondary cerebrospinal leaks, common in intracranial HYPERtension",False,0,1.0,0.0
"intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Secondary_cerebrospinal_leaks,_common_in_intracranial_HYPERtension_6de413d6",intracranial-hypertension-beyond-csf-diagnosis-and-treatment,"Secondary cerebrospinal leaks, common in intracranial HYPERtension",False,0,1.0,0.0
"intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Secondary_cerebrospinal_leaks,_common_in_intracranial_HYPERtension_c1560b04",intracranial-hypertension-beyond-csf-diagnosis-and-treatment,"Secondary cerebrospinal leaks, common in intracranial HYPERtension",False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_“Idiopathic”_intracranial_hypertension_787769ae,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,“Idiopathic” intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_CSF_versus_craniovascular_pressures_d71039eb,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,CSF versus craniovascular pressures,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_CSF_versus_craniovascular_pressures_4b4ae30a,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,CSF versus craniovascular pressures,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_CSF_versus_craniovascular_pressures_b9941f04,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,CSF versus craniovascular pressures,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_CSF_versus_craniovascular_pressures_632053f6,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,CSF versus craniovascular pressures,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_CSF_versus_craniovascular_pressures_f86046d3,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,CSF versus craniovascular pressures,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Diagnosis_50680e8a,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Diagnosis,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Acute_versus_chronic_ICH_faac432e,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Acute versus chronic ICH,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Acute_versus_chronic_ICH_ba9e26ca,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Acute versus chronic ICH,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Summary_a95d4bd4,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Summary,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Summary_534d0ac1,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Summary,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Summary_3a185173,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Summary,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_70b5b60e,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_061e6b5c,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_0509d7ef,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_67a46bbd,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_1b0a1f33,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
identify-treat-lumbar-plexus-compression-syndrome-lpcs_Specific_strengthening_exercises_d866902b,identify-treat-lumbar-plexus-compression-syndrome-lpcs,Specific strengthening exercises,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Acute_versus_chronic_ICH_9d7ca510,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Acute versus chronic ICH,False,0,1.0,0.0
multifactorial-causes-solutions-chronic-neck-pain_Secondary_dysfunction_b5a4d203,multifactorial-causes-solutions-chronic-neck-pain,Secondary dysfunction,False,0,1.0,0.0
vestibular-impairment-and-its-association-to-the-neck-and-tmj_In_conclusion_26d1386a,vestibular-impairment-and-its-association-to-the-neck-and-tmj,In conclusion,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Diagnosis_e35159af,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Diagnosis,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_035af850,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_935e19e1,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_158af744,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_f59564fc,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_ed80b6bd,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_0f376373,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_36bd6087,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_26fa795d,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_52e47486,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_d847b953,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Diagnosis_e21e33df,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Diagnosis,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_0a356710,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_8e4d922a,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_f2436d20,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_b9580eb9,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Conservative_treatment_for_intracranial_hypertension_6c754807,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Conservative treatment for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Conservative_treatment_for_intracranial_hypertension_012ee741,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Conservative treatment for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Conservative_treatment_for_intracranial_hypertension_2a3bd140,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Conservative treatment for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Conservative_treatment_for_intracranial_hypertension_966b846e,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Conservative treatment for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Conservative_treatment_for_intracranial_hypertension_3e4b6ac6,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Conservative treatment for intracranial hypertension,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Diagnosis_28ebfa19,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Diagnosis,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Diagnosis_f051ac77,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Diagnosis,False,0,1.0,0.0
intracranial-hypertension-beyond-csf-diagnosis-and-treatment_Surgical_options_for_intracranial_hypertension_553d73a5,intracranial-hypertension-beyond-csf-diagnosis-and-treatment,Surgical options for intracranial hypertension,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Optimal_scapular_movement_f6aec533,permanently-resolve-scapular-dyskinesis,Optimal scapular movement,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Optimal_scapular_movement_153367fb,permanently-resolve-scapular-dyskinesis,Optimal scapular movement,False,0,1.0,0.0
permanently-resolve-scapular-dyskinesis_Optimal_scapular_movement_38ea4672,permanently-resolve-scapular-dyskinesis,Optimal scapular movement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_daccddc6,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_02d60961,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Common_sideeffects_of_TMD_95d22b27,true-cause-solution-temporomandibular-dysfunction-tmd,Common sideeffects of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_7b25eded,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_5101cb8d,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_d6f18086,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_6f3ec02f,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_5e4a7d0c,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_5c73188d,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Identification_of_dysfunction_9b6b7019,true-cause-solution-temporomandibular-dysfunction-tmd,Identification of dysfunction,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_34eaaecf,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_TMJ’s_relation_to_body_posture_ac94f733,true-cause-solution-temporomandibular-dysfunction-tmd,The TMJ’s relation to body posture,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_e6c75258,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_7fb53ab0,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_bca75128,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_f3eb46e2,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Why_forward_head_posture_encourages_TMD_0368425a,true-cause-solution-temporomandibular-dysfunction-tmd,Why forward head posture encourages TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_true_cause_of_TMD_92e0d329,true-cause-solution-temporomandibular-dysfunction-tmd,The true cause of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_true_cause_of_TMD_b1c05234,true-cause-solution-temporomandibular-dysfunction-tmd,The true cause of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_true_cause_of_TMD_aa78be86,true-cause-solution-temporomandibular-dysfunction-tmd,The true cause of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_true_cause_of_TMD_1a2470d8,true-cause-solution-temporomandibular-dysfunction-tmd,The true cause of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_true_cause_of_TMD_f08b0c33,true-cause-solution-temporomandibular-dysfunction-tmd,The true cause of TMD,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_The_TMJ’s_relation_to_body_posture_45b967f6,true-cause-solution-temporomandibular-dysfunction-tmd,The TMJ’s relation to body posture,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_157237b2,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_a24bec24,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Articular_disc_displacement_3fb85b97,true-cause-solution-temporomandibular-dysfunction-tmd,Articular disc displacement,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Correctives_47ef74d9,true-cause-solution-temporomandibular-dysfunction-tmd,Correctives,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Correctives_0142c3e6,true-cause-solution-temporomandibular-dysfunction-tmd,Correctives,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Correctives_34709345,true-cause-solution-temporomandibular-dysfunction-tmd,Correctives,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Tinnitus_edbbd5db,true-cause-solution-temporomandibular-dysfunction-tmd,Tinnitus,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Tinnitus_96cb5cf3,true-cause-solution-temporomandibular-dysfunction-tmd,Tinnitus,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Tinnitus_e6736ea0,true-cause-solution-temporomandibular-dysfunction-tmd,Tinnitus,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Tinnitus_76784bdf,true-cause-solution-temporomandibular-dysfunction-tmd,Tinnitus,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Bruxism_d5122060,true-cause-solution-temporomandibular-dysfunction-tmd,Bruxism,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Bruxism_ed3f56d1,true-cause-solution-temporomandibular-dysfunction-tmd,Bruxism,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Ménière’s_disease_14a342ce,true-cause-solution-temporomandibular-dysfunction-tmd,Ménière’s disease,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Ménière’s_disease_8ef4add6,true-cause-solution-temporomandibular-dysfunction-tmd,Ménière’s disease,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Ménière’s_disease_872a9b8c,true-cause-solution-temporomandibular-dysfunction-tmd,Ménière’s disease,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Ménière’s_disease_95677b0d,true-cause-solution-temporomandibular-dysfunction-tmd,Ménière’s disease,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Dystonia_&_Tourette’s_f0a6aa54,true-cause-solution-temporomandibular-dysfunction-tmd,Dystonia & Tourette’s,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Dystonia_&_Tourette’s_78f95e90,true-cause-solution-temporomandibular-dysfunction-tmd,Dystonia & Tourette’s,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Dystonia_&_Tourette’s_e1c636c8,true-cause-solution-temporomandibular-dysfunction-tmd,Dystonia & Tourette’s,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Trigeminal_neuralgia_bb6a793c,true-cause-solution-temporomandibular-dysfunction-tmd,Trigeminal neuralgia,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Trigeminal_neuralgia_7bcb7208,true-cause-solution-temporomandibular-dysfunction-tmd,Trigeminal neuralgia,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Trigeminal_neuralgia_d3d18226,true-cause-solution-temporomandibular-dysfunction-tmd,Trigeminal neuralgia,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Trigeminal_neuralgia_bb2a6344,true-cause-solution-temporomandibular-dysfunction-tmd,Trigeminal neuralgia,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Trigeminal_neuralgia_68020ac3,true-cause-solution-temporomandibular-dysfunction-tmd,Trigeminal neuralgia,False,0,1.0,0.0
true-cause-solution-temporomandibular-dysfunction-tmd_Headaches_d85e1d97,true-cause-solution-temporomandibular-dysfunction-tmd,Headaches,False,0,1.0,0.0
